seller_id,first_sale,last_sale,total_orders,total_revenue,avg_review_score,days_since_last_sale,seller_lifespan_days,is_churned
062c325cd6a2b87845fab56b4ec2eeae,2018-05-07 11:48:13,2018-08-01 21:33:30,2,133.22,5.0,27,86,False
062ce95fa2ad4dfaedfc79260130565f,2017-01-26 18:48:30,2017-09-10 00:14:56,54,7479.1,4.016949152542373,353,226,True
06532f10282704ef4c69168b914b77be,2017-03-03 14:12:45,2017-08-18 16:26:37,7,9827.95,4.625,375,168,True
06579cb253ecd5a3a12a9e6eb6bf8f47,2017-08-03 17:47:10,2018-08-11 21:27:06,61,4587.400000000001,3.842857142857143,17,373,False
066a6914e1ebf3ea95a216c73a986b91,2016-10-06 17:10:05,2018-08-10 12:12:35,66,8956.38,3.9722222222222223,19,672,False
0691148aee60ca47977c187804f935ae,2017-11-24 15:13:24,2018-08-27 08:56:49,47,5904.41,4.0,2,275,False
0692610d8abe24f287e9fae90ea0bbee,2018-06-02 11:14:09,2018-08-22 15:45:32,4,173.99,4.0,6,81,False
06a2c3af7b3aee5d69171b0e14f0ee87,2018-01-19 09:51:37,2018-08-22 11:49:11,389,36220.97,3.9826302729528535,7,215,False
06bb3a2fe5e7b7a845b13e8fb91bd944,2017-09-11 08:09:15,2018-07-04 22:45:03,17,1536.19,4.611111111111111,55,296,False
06df0c10d34e459d9672bc77388742eb,2018-03-16 13:58:32,2018-08-06 19:44:03,26,9070.0,4.366666666666666,22,143,False
06e5eefc71ec47ae763c5c6f8db7064f,2017-04-25 16:33:00,2018-08-22 17:14:07,90,21648.670000000002,3.924731182795699,6,484,False
07017df32dc5f2f1d2801e579548d620,2017-03-08 15:00:44,2018-07-29 21:34:43,8,946.49,4.111111111111111,30,508,False
070d165398b553f3b4b851c216b8a358,2017-08-24 10:29:36,2018-08-16 14:21:35,31,3333.17,3.473684210526316,13,357,False
0725b8c0f3f906e58f70cbe76b7c748c,2017-01-20 17:23:00,2018-08-07 17:41:54,16,2263.73,3.641025641025641,21,564,False
0743a0239d764b9a0f959a57d07e36ab,2018-07-24 10:50:34,2018-08-04 17:01:32,4,336.96,4.75,24,11,False
0747d5bb69f0586cc869d8af4c50f93e,2016-10-06 13:39:20,2017-06-03 00:20:47,12,322.8,3.8461538461538463,452,239,True
0761743cbffb25d7148189e9f1a5f03a,2017-11-30 09:38:21,2018-02-02 18:42:02,3,241.2,4.285714285714286,207,64,True
077c5fae4bea9500e3737b16f71b9d3a,2017-09-19 12:44:23,2018-06-22 13:20:25,4,106.80000000000001,4.666666666666667,68,276,False
0791d9fc1e30678ecf03d3e55fa108d3,2018-05-15 14:03:08,2018-07-24 16:03:03,5,842.0,2.727272727272727,35,70,False
079d295dcbf06ee8bb1b65ba964eb2b6,2018-06-25 12:37:03,2018-08-09 20:00:05,5,349.3,4.8,19,45,False
07a9bc7f61396b658ddf3ac534efe44c,2017-06-26 11:44:22,2017-06-26 11:44:22,1,239.8,3.5,429,0,True
07bf9669d84d1f11be443a9dd938f698,2017-03-08 16:34:25,2018-06-27 09:01:34,18,1776.0,3.25,63,475,False
07d75e33f2750d97d467fb57e4dfdd8a,2018-03-06 09:17:21,2018-05-07 09:49:04,2,722.4,2.5,114,62,True
07de60b03d150fb3ea09eab5da5e4c8b,2018-01-31 23:06:27,2018-08-18 20:44:06,9,719.1,4.333333333333333,10,198,False
07e8e8fc5222bb358e6f259da3197074,2018-02-21 06:27:09,2018-08-08 22:13:19,2,51.8,4.0,20,168,False
080102cd0a76b09e0dcf55fcacc60e05,2017-07-23 11:22:00,2018-08-26 16:26:52,122,5612.65,4.53125,2,399,False
080199a181c46c657dc5aa235411be3b,2017-09-20 05:02:16,2018-08-24 11:43:17,79,14504.2,4.614457831325301,5,338,False
08061dc0fc165ed41288cc7acde738ee,2017-03-23 00:48:00,2017-11-14 12:48:34,4,123.8,4.5,288,236,True
08084d990eb3f53af056ccbc1730c8a7,2018-02-08 07:04:45,2018-08-14 20:56:45,12,372.5,4.166666666666667,14,187,False
081acf3de680d554796c9cf041be7bc2,2017-11-27 14:39:18,2018-05-23 18:30:11,4,1597.3,4.125,97,177,True
082e0bf4cb865a6533b1e8e498cc0255,2017-10-29 13:42:54,2018-08-17 07:09:44,11,2073.3,3.3043478260869565,12,291,False
085f6f7e049c996695fb2074fe38d45e,2018-02-26 14:22:19,2018-05-02 15:25:10,6,305.4,3.625,118,65,True
08633c14ef2db992c11f840f04fad4cd,2017-12-13 09:15:58,2018-08-24 14:57:19,74,7644.3,4.237113402061856,5,254,False
0873d9f8f36123f8d910f4760e788cfb,2018-05-07 20:22:07,2018-08-14 14:19:51,6,7265.59,3.1666666666666665,15,98,False
0885aaf116795758dfeb5f1032487bcd,2017-12-14 21:06:57,2018-08-19 17:17:45,27,2573.1,4.241379310344827,9,247,False
0887a9f087bcd5d9f6642b52f897fc6c,2017-02-02 15:22:02,2017-08-05 13:51:38,12,1642.0,4.416666666666667,389,183,True
08ad4ac1388e4420ca531c3edfc46198,2018-06-11 19:55:25,2018-08-18 18:52:16,6,221.62,2.7142857142857144,10,67,False
08cdbae123ff67ca4e36d9d641ce0119,2018-02-20 08:12:25,2018-07-29 15:29:19,4,3517.99,2.4285714285714284,30,159,False
08d0949a9a17c027262db1f3c450c26c,2017-08-21 13:38:52,2018-08-23 00:54:22,12,354.7,3.5384615384615383,6,366,False
08d1c9478fb0d7d7fcac9c0da4e82fc7,2018-06-12 08:29:53,2018-06-12 08:29:53,1,538.0,5.0,78,0,False
08d2d642cf72b622b14dde1d2f5eb2f5,2017-02-12 21:40:53,2017-12-06 08:31:25,16,939.0,4.428571428571429,266,296,True
08f5819815f3d06545011850bd70f0a8,2018-06-21 00:56:22,2018-08-12 16:01:35,3,452.0,4.666666666666667,16,52,False
091065b789659bc3cd9af9cb3a6253ff,2017-10-15 13:01:37,2018-01-18 17:13:29,2,1359.0,3.5,222,95,True
0936e1837d0c79253456bbb2ffaaef10,2017-04-11 22:09:31,2017-04-11 22:09:31,1,38.9,5.0,504,0,True
093805f8f2aeb63881444571e1f48f30,2017-08-31 20:38:35,2018-01-30 12:01:37,22,1215.79,3.814814814814815,211,151,True
094ced053e257ae8cae57205592d6712,2018-04-04 20:43:55,2018-07-30 10:59:07,19,1519.2,4.052631578947368,30,116,False
0951a6e282947e09cd47969f4ed0b47f,2018-07-26 09:25:14,2018-08-27 14:39:21,7,492.3,4.857142857142857,2,32,False
09883d9ab71c8fe8a9bfc7fc3075b07e,2017-04-25 17:46:45,2017-11-19 13:23:06,4,269.6,4.0,283,207,True
099095b050cfe8eb1ddff5317587e96e,2017-12-16 09:01:56,2018-08-13 18:43:30,16,5003.84,3.0526315789473686,15,240,False
09bad886111255c5b5030314fc7f1a4a,2018-08-08 18:25:48,2018-08-27 19:37:48,5,487.5,5.0,1,19,False
09f952a5f58d2285b0372551ae8f9b01,2017-09-15 09:24:57,2018-08-24 22:21:24,50,11821.5,3.875,4,343,False
0a198e95d32b1be2da9424c962a6ebfa,2018-06-13 12:09:56,2018-06-13 12:09:56,1,69.99,5.0,77,0,False
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2018-02-03 13:14:01,2018-03-31 12:09:05,2,462.0,5.0,151,55,True
0a85ebe4e328db81ac9109781205e2f7,2018-05-11 10:18:31,2018-08-24 15:40:41,12,667.9,4.583333333333333,4,105,False
0aa2205ca24f113f4658a5c536667426,2018-04-18 11:16:54,2018-08-14 17:39:49,4,815.62,2.8181818181818183,14,118,False
0ac4201fda2c68ebc0e47cb9423cf3c9,2017-06-19 08:18:34,2018-06-17 13:20:11,13,1716.8700000000001,4.333333333333333,73,363,False
0ad80de75c811326389cfb1daba7d45e,2017-10-19 08:38:00,2018-01-05 20:37:59,6,1449.4,4.833333333333333,235,78,True
0adac9fbd9a2b63cccaac4f8756c1ca8,2017-01-22 20:25:54,2018-08-16 20:56:16,106,15566.5,4.007407407407407,12,571,False
0ade5cc4a305ed7093a23f68ca47519c,2017-11-24 09:11:25,2018-01-21 14:20:45,2,158.88,5.0,220,58,True
0aea4c6ae1505b3228ddf3dd7822ee5b,2017-10-09 20:23:13,2018-04-30 07:04:12,8,1427.91,3.875,121,202,True
0af2ab31141893d26aca5a404a537dab,2018-08-23 22:37:44,2018-08-23 22:37:44,1,59.0,5.0,5,0,False
0af977692321d895349eded183341d28,2018-04-01 02:54:21,2018-08-20 16:20:58,2,257.75,4.5,8,141,False
0afccdb8a34ee5c79f7c06faf2b4d56e,2017-04-05 11:04:33,2018-04-07 13:48:17,24,1185.6,3.9583333333333335,144,367,True
0b09101900100c0e9d312861fad5a1b9,2017-01-27 14:59:17,2017-01-27 14:59:17,1,153.75,4.0,579,0,True
0b0ddbc7b9d9584f442c7ac92b0ff6c9,2018-03-30 20:29:47,2018-06-04 23:21:42,3,1416.76,4.666666666666667,85,66,False
0b18d63d0cd1d723567903fd34a07df2,2017-04-11 14:30:03,2018-06-12 23:52:24,9,1678.1399999999999,4.785714285714286,77,427,False
0b1ca3ef18a63d7eb0c8897fa0849c08,2018-04-12 00:10:10,2018-04-12 00:10:10,1,55.0,5.0,139,0,True
0b35c634521043bf4b47e21547b99ab5,2017-12-07 11:06:04,2018-08-12 02:11:20,50,13235.65,3.4935064935064934,17,247,False
0b36063d5818f81ccb94b54adfaebbf5,2017-01-30 21:44:49,2017-01-30 21:44:49,1,765.0,5.0,575,0,True
0b3f27369a4d8df98f7eb91077e438ac,2017-11-13 15:19:44,2017-11-22 18:38:11,2,245.18,3.6666666666666665,279,9,True
0b46f784306be7200ca1700aa55d819f,2017-03-19 08:36:36,2017-03-19 08:36:36,1,19.9,5.0,528,0,True
0b64bcdb0784abc139af04077d49a20e,2018-04-06 19:54:30,2018-07-13 10:56:30,4,137.6,4.75,47,97,False
0b90b6df587eb83608a64ea8b390cf07,2017-10-24 14:48:29,2018-08-16 22:03:02,163,29075.68,4.014018691588785,12,296,False
0bae85eb84b9fb3bd773911e89288d54,2017-05-02 16:32:37,2018-08-21 20:24:33,136,7433.5599999999995,4.227586206896552,7,476,False
0bb27263628258b8111a0262769fa9db,2017-04-01 17:24:26,2017-04-01 17:24:26,1,22.2,5.0,514,0,True
0bb738e4d789e63e2267697c42d35a2d,2017-02-01 12:59:24,2018-06-20 06:58:43,29,2308.4,4.633333333333334,70,503,False
0be8ff43f22e456b4e0371b2245e4d01,2017-05-09 10:57:58,2018-08-29 10:22:35,156,11336.0,3.9657142857142857,0,476,False
0bebbb2cea103a4a020c95d43fd7d754,2018-06-30 19:07:30,2018-08-28 12:48:50,9,1367.2,4.888888888888889,1,58,False
0bf0150d5b9d60d9cd2906003332f085,2017-02-16 23:15:22,2018-07-14 14:08:11,39,5774.6,3.6774193548387095,46,512,False
0bfd0b434243adc5c2e1aa6baf19c6aa,2017-10-23 22:16:49,2018-02-03 23:27:28,6,371.2,3.6666666666666665,206,103,True
0c7533c71df861ec58ad7ff999ed0e8d,2017-07-11 23:14:57,2018-07-28 10:25:00,61,3043.2,4.04054054054054,32,381,False
0c7f30ae9b147eca07affbef92832a6a,2017-03-03 11:02:44,2017-04-17 20:12:02,5,479.5,5.0,498,45,True
0c8380b62e38e8a1e6adbeba7eb9688c,2016-10-04 17:25:09,2018-08-21 10:38:28,180,17438.79,4.05,8,685,False
0cab2da43793a6f3c5ed8514c5f54627,2018-05-11 10:26:01,2018-07-27 10:30:54,3,309.70000000000005,5.0,33,77,False
0cbcee27c791afa0cdcb08587a2013a8,2017-03-04 23:32:12,2018-07-14 18:39:58,37,5054.15,4.0,45,496,False
0d33a55da925bbf1ff02af5f6059fc7f,2017-11-09 12:56:00,2018-08-01 12:32:19,22,575.3,4.52,28,264,False
0d4c8269e7f0401201794deef160edd6,2017-10-17 22:36:32,2017-11-07 17:17:18,3,792.64,4.0,294,20,True
0d83f8e03188682112cc0d93523705cc,2017-11-14 09:05:04,2018-01-22 11:52:53,4,696.26,2.75,219,69,True
0d85bbda9889ce1f7e63778d24f346eb,2017-03-22 17:40:51,2018-03-27 07:30:38,51,4845.2,3.8793103448275863,155,369,True
0daf5180aa44356f60f8effa533b55a2,2018-07-30 12:19:23,2018-08-20 14:16:35,2,144.8,5.0,9,21,False
0db783cfcd3b73998abc6e10e59a102f,2016-10-08 20:02:32,2018-04-07 15:24:30,132,9077.4,4.211678832116788,143,545,True
0dd184061fb0eaa7ca37932c68ab91c5,2017-12-04 19:18:09,2018-08-16 13:52:25,161,18446.92,3.937823834196891,13,254,False
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-04-12 15:09:11,2018-08-24 12:41:33,9,402.9,4.5,5,133,False
0df3984f9dfb3d49ac6366acbd3bbb85,2017-03-12 09:25:41,2018-06-17 15:32:09,86,9891.49,4.340909090909091,72,462,False
0dfbed20065e425d2eaefb101f9816c0,2018-05-12 23:13:36,2018-06-04 21:18:04,3,84.35,2.6666666666666665,85,22,False
0e44d110fa6a54e121cb2c095a77762f,2017-08-04 06:36:20,2018-06-13 00:02:17,6,223.32,4.333333333333333,77,312,False
0e72c1a751b496722a6cb1f10653b62a,2018-05-11 00:18:02,2018-07-30 21:42:57,3,140.8,4.666666666666667,29,80,False
0e982cff76cc0579f632cea8a0e38c9d,2017-09-26 12:57:49,2018-04-03 07:28:21,6,971.9,4.142857142857143,148,188,True
0ea22c1cfbdc755f86b9b54b39c16043,2016-10-06 18:50:25,2018-08-22 18:03:39,234,10826.3,4.315018315018315,6,684,False
0eaa7e33d73809f1f925f7d07c506cbd,2017-04-10 10:28:48,2018-08-27 17:01:43,15,1552.0,4.6,1,504,False
0ebd97a106433a45a4aebe57c1799778,2017-05-16 09:12:37,2018-07-13 21:05:56,31,3046.8,4.5,46,423,False
0ec28cec4046a4a199b6de9b4c891d97,2018-04-22 15:59:19,2018-05-17 14:47:11,3,296.6,5.0,104,24,True
0ed6ce5d87fd9c69eaacaeb778d67235,2017-10-05 17:40:46,2018-08-21 11:40:08,42,2026.52,4.309523809523809,8,319,False
0ee4fb99ac55ffbbc98795aa01b7f8fa,2017-05-01 10:30:43,2017-05-01 10:30:43,1,59.9,5.0,485,0,True
0ef83d7d83ed97cd2a0049ac8be5f88a,2017-11-24 11:01:15,2018-08-28 13:29:17,48,4699.01,4.196428571428571,1,277,False
0f0c984a4a955310903b6b6008660bad,2018-04-24 18:30:34,2018-05-27 10:25:22,4,369.81,3.75,94,32,True
0f519b0d2e5eb2227c93dd25038bfc01,2017-01-27 12:10:46,2017-01-27 12:10:46,1,79.9,5.0,579,0,True
0f7eea709efdf942b5f95c7516dbacd7,2018-04-05 19:11:09,2018-05-13 14:59:06,3,195.74,4.0,108,37,True
0f80a40c312b2472dca482cf50f5186f,2018-08-22 11:12:30,2018-08-22 11:12:30,1,129.9,3.0,7,0,False
0f94588695d71662beec8d883ffacf09,2017-03-01 10:56:53,2017-03-01 10:56:53,1,9.0,5.0,546,0,True
0fe2d9733ed841eb064503920015a8c0,2018-05-14 18:58:43,2018-07-09 22:14:07,3,389.64,4.666666666666667,50,56,False
0ff83046c3fa22efee8ecf291888b191,2017-04-01 18:33:06,2018-04-01 22:36:20,10,768.9000000000001,4.818181818181818,149,365,True
0ffa40d54288e4f3499b8780dd0f144f,2018-01-10 08:52:43,2018-05-11 10:49:37,33,2162.8,4.4,110,121,True
10076e5788b8ee532724bcd460baf762,2017-05-11 17:19:02,2018-07-24 16:05:58,23,821.48,4.615384615384615,35,438,False
10089e9f2fd0c668a8fd4e52e1698888,2017-03-12 17:35:58,2017-11-14 09:41:18,3,1139.9,4.333333333333333,288,246,True
101a3a003516bc11253298b2fad3cb65,2018-06-21 20:47:22,2018-07-26 19:02:58,5,450.0,4.833333333333333,33,34,False
1025f0e2d44d7041d6cf58b6550e0bfa,2017-07-09 11:15:16,2018-08-26 09:22:44,910,139720.16,3.8521617852161785,3,412,False
10264f60a8f0a4d2f30810f5c661c673,2018-06-19 21:10:11,2018-08-09 12:44:54,4,284.6,5.0,20,50,False
1099a00e0ee3a50935e6c2447ca090c5,2017-11-09 18:46:46,2018-01-02 18:05:48,3,849.6999999999999,3.6666666666666665,238,53,True
10cdd491d1dbea8fb4ead97b19c334ce,2018-06-26 20:11:26,2018-07-24 21:26:25,3,208.9,5.0,35,28,False
10ff823eda2b032e2c93d17a7d294736,2017-06-14 17:47:53,2018-04-06 10:26:19,8,1144.98,4.25,145,295,True
112453736dbe3889cfb74e1aaa0ba0c1,2018-06-13 09:39:17,2018-08-18 20:19:40,7,1890.0,4.071428571428571,10,66,False
1127b7f2594683f2510f1c2c834a486b,2017-02-24 21:36:00,2018-08-22 20:38:11,110,6703.7,4.186046511627907,6,543,False
11305281b50fff20ae8bb473f8e11876,2016-10-09 13:31:57,2018-08-21 21:18:33,35,6528.700000000001,4.35,7,681,False
113e3a788b935f48aad63e1c41dac1bd,2017-07-22 13:30:25,2018-08-17 08:59:55,39,847.35,4.416666666666667,12,390,False
116ccb1a1604bc88e4d234a8c23f33de,2017-11-09 12:05:32,2018-08-21 21:49:19,61,2004.89,4.602739726027397,7,285,False
11742f81550ac064cc9a40f67151d9ad,2018-08-02 14:41:02,2018-08-17 19:00:16,2,781.9,5.0,11,15,False
117cfc326c6d50da67ca858ff5c0c852,2018-05-02 15:22:57,2018-05-19 16:47:00,5,454.6,4.6,101,17,True
11938fcc75f6902fea1d0a6f72b54a57,2018-01-11 21:19:54,2018-05-27 23:24:55,2,594.98,3.0,93,136,True
119c7f1a00ef43fad0e57604e76a747c,2017-10-15 02:37:02,2018-02-27 20:13:13,2,189.8,4.5,182,135,True
119d1aef1b4144adba89163f6cd9f5d4,2017-05-26 20:01:38,2017-11-17 19:46:19,4,1094.0,4.75,284,174,True
11bfa66332777660bd0640ee84d47006,2017-09-06 20:20:25,2018-08-23 10:27:06,76,4146.86,3.7766990291262137,6,350,False
11d4c477d09821164bca4f70a2eae031,2017-07-18 20:52:33,2017-08-28 20:47:42,3,83.04,5.0,365,40,True
11eac105f3f90a9b87b19c89d91e24f3,2017-05-24 10:21:15,2017-07-12 17:17:00,5,802.89,3.6,412,49,True
